stop_pattern_id,stop_id,stop_sequence,timepoint
203_0_20240211,1777,16,0
203_0_20240211,1879,17,0
203_0_20240211,1874,18,0
203_0_20240211,1875,19,0
203_0_20240211,1877,20,0
203_0_20240211,1878,21,0
203_0_20240211,1855,22,1
725_1_20240211,7937,0,1
725_1_20240211,7936,1,0
725_1_20240211,7935,2,0
725_1_20240211,7934,3,0
725_1_20240211,7933,4,0
725_1_20240211,7932,5,0
725_1_20240211,7931,6,0
725_1_20240211,6939,7,0
725_1_20240211,6948,8,0
725_1_20240211,6949,9,0
725_1_20240211,6950,10,0
725_1_20240211,6951,11,0
725_1_20240211,6952,12,0
725_1_20240211,6954,13,0
725_1_20240211,7955,14,0
725_1_20240211,7954,15,0
725_1_20240211,7953,16,0
725_1_20240211,6956,17,0
725_1_20240211,6957,18,0
725_1_20240211,6958,19,0
725_1_20240211,6959,20,0
725_1_20240211,7133,21,0
725_1_20240211,7132,22,0
725_1_20240211,7131,23,0
725_1_20240211,7129,24,0
725_1_20240211,7128,25,0
725_1_20240211,7126,26,0
725_1_20240211,7125,27,0
725_1_20240211,7124,28,0
725_1_20240211,7123,29,0
725_1_20240211,7122,30,0
725_1_20240211,7121,31,0
725_1_20240211,7120,32,0
725_1_20240211,7018,33,0
725_1_20240211,7017,34,0
725_1_20240211,7015,35,0
725_1_20240211,7014,36,1
725_1_20240211,7013,37,0
725_1_20240211,7012,38,0
725_1_20240211,6212,39,0
725_1_20240211,6213,40,0
725_1_20240211,6214,41,0
725_1_20240211,6008,42,1
725_1_20240211,6010,43,1
680_1_20240211,3200,0,1
680_1_20240211,3202,1,0
680_1_20240211,3204,2,0
680_1_20240211,3206,3,0
680_1_20240211,3208,4,0
680_1_20240211,3210,5,0
680_1_20240211,3212,6,0
680_1_20240211,3214,7,0
680_1_20240211,3216,8,0
680_1_20240211,3218,9,0
680_1_20240211,3220,10,0
680_1_20240211,3222,11,0
680_1_20240211,3224,12,0
680_1_20240211,3226,13,0
680_1_20240211,3228,14,0
680_1_20240211,3230,15,0
680_1_20240211,3232,16,0
680_1_20240211,3234,17,0
680_1_20240211,3236,18,0
680_1_20240211,3238,19,0
680_1_20240211,3240,20,0
680_1_20240211,3242,21,0
680_1_20240211,3244,22,0
680_1_20240211,3246,23,0
680_1_20240211,3008,24,1
680_1_20240211,3837,25,1
264_0_20240211,1191,0,1
264_0_20240211,1194,1,0
264_0_20240211,1004,2,1
264_0_20240211,1002,3,1
264_0_20240211,1100,4,0
264_0_20240211,1062,5,0
264_0_20240211,1064,6,0
264_0_20240211,1068,7,0
264_0_20240211,1069,8,1
N8_1_20240211,8115,0,1
N8_1_20240211,8113,1,0
N8_1_20240211,8112,2,0
N8_1_20240211,8111,3,0
N8_1_20240211,8110,4,0
N8_1_20240211,8009,5,0
N8_1_20240211,8008,6,0
N8_1_20240211,8007,7,0
N8_1_20240211,8006,8,0
N8_1_20240211,8005,9,1
N8_1_20240211,8004,10,0
N8_1_20240211,8003,11,0
N8_1_20240211,8002,12,0
N8_1_20240211,8001,13,0
N8_1_20240211,4113,14,0
N8_1_20240211,5500,15,0
N8_1_20240211,5502,16,0
N8_1_20240211,5506,17,0
N8_1_20240211,5508,18,0
N8_1_20240211,5510,19,0
N8_1_20240211,5513,20,0
N8_1_20240211,5514,21,0
N8_1_20240211,5516,22,1
264_1_20240211,1069,0,1
264_1_20240211,1070,1,0
264_1_20240211,1072,2,0
264_1_20240211,1005,3,1
264_1_20240211,1002,4,1
264_1_20240211,1100,5,0
264_1_20240211,1102,6,0
264_1_20240211,1105,7,1
740_0_20240211,6011,0,1
740_0_20240211,7912,1,0
740_0_20240211,7911,2,0
740_0_20240211,7909,3,0
740_0_20240211,7908,4,0
740_0_20240211,7907,5,0
740_0_20240211,5914,6,0
740_0_20240211,5915,7,0
740_0_20240211,5916,8,0
740_0_20240211,5917,9,0
740_0_20240211,5918,10,0
740_0_20240211,5319,11,0
740_0_20240211,5320,12,0
740_0_20240211,5321,13,0
740_0_20240211,5322,14,0
740_0_20240211,5323,15,0
740_0_20240211,5324,16,0
740_0_20240211,5325,17,0
740_0_20240211,5326,18,0
740_0_20240211,5327,19,0
740_0_20240211,5328,20,0
740_0_20240211,5329,21,0
740_0_20240211,5330,22,0
740_0_20240211,5331,23,0
740_0_20240211,5332,24,1
627_0_20240211,3466,0,1
627_0_20240211,3468,1,0
627_0_20240211,3470,2,0
627_0_20240211,3472,3,0
627_0_20240211,3474,4,0
627_0_20240211,3476,5,0
627_0_20240211,3478,6,0
627_0_20240211,3480,7,0
627_0_20240211,3482,8,0
627_0_20240211,3010,9,0
627_0_20240211,3012,10,0
627_0_20240211,3014,11,0
627_0_20240211,3016,12,0
627_0_20240211,3018,13,0
627_0_20240211,3020,14,0
627_0_20240211,3022,15,0
627_0_20240211,3024,16,0
627_0_20240211,3026,17,0
627_0_20240211,3028,18,0
627_0_20240211,3030,19,0
627_0_20240211,3034,20,0
627_0_20240211,3036,21,0
627_0_20240211,3038,22,0
627_0_20240211,3040,23,1
627_1_20240211,3050,0,1
627_1_20240211,3052,1,0
627_1_20240211,3054,2,0
627_1_20240211,3056,3,0
627_1_20240211,3058,4,0
627_1_20240211,3060,5,0
627_1_20240211,3062,6,0
627_1_20240211,3064,7,0
627_1_20240211,3066,8,0
627_1_20240211,3068,9,0
627_1_20240211,3070,10,0
627_1_20240211,3072,11,0
627_1_20240211,3074,12,0
627_1_20240211,3076,13,0
627_1_20240211,3078,14,0
627_1_20240211,3080,15,0
627_1_20240211,3400,16,0
627_1_20240211,3500,17,0
627_1_20240211,3502,18,0
627_1_20240211,3504,19,0
627_1_20240211,3506,20,0
627_1_20240211,3508,21,0
627_1_20240211,3510,22,0
627_1_20240211,3512,23,0
627_1_20240211,3514,24,0
627_1_20240211,3466,25,1
226_0_20240211,2324,0,1
226_0_20240211,2326,1,0
226_0_20240211,2328,2,0
226_0_20240211,2330,3,0
226_0_20240211,2332,4,0
226_0_20240211,2334,5,0
226_0_20240211,2336,6,0
226_0_20240211,2338,7,0
226_0_20240211,2340,8,0
226_0_20240211,2342,9,1
226_0_20240211,2344,10,0
226_0_20240211,2346,11,0
226_0_20240211,2348,12,0
226_0_20240211,2350,13,0
226_0_20240211,2352,14,0
226_0_20240211,0235,15,0
226_0_20240211,2005,16,0
226_0_20240211,2001,17,1
226_0_20240211,2011,18,0
226_0_20240211,2006,19,0
226_0_20240211,2008,20,0
226_0_20240211,2012,21,0
226_0_20240211,2014,22,1
226_0_20240211,2801,23,0
226_0_20240211,2868,24,1
226_0_20240211,2870,25,0
226_0_20240211,2872,26,0
226_0_20240211,2874,27,0
226_0_20240211,2876,28,0
226_0_20240211,2878,29,0
226_0_20240211,2880,30,1
226_0_20240211,2881,31,0
226_0_20240211,2022,32,1
226_0_20240211,2026,33,0
226_0_20240211,2028,34,0
226_0_20240211,2030,35,0
226_0_20240211,2003,36,1
226_0_20240211,2011,37,0
226_0_20240211,0231,38,0
226_0_20240211,2302,39,0
226_0_20240211,2304,40,0
226_0_20240211,2306,41,0
226_0_20240211,2308,42,0
226_0_20240211,2310,43,0
226_0_20240211,2312,44,0
226_0_20240211,2331,45,1
226_0_20240211,2323,46,0
226_0_20240211,2333,47,0
226_0_20240211,2335,48,0
226_0_20240211,2337,49,0
226_0_20240211,2321,50,0
226_0_20240211,2318,51,0
226_0_20240211,2320,52,0
226_0_20240211,2322,53,0
226_0_20240211,2324,54,1
280_0_20240211,1002,0,1
280_0_20240211,1100,1,0
280_0_20240211,1501,2,1
280_0_20240211,1637,3,0
280_0_20240211,1638,4,0
280_0_20240211,1522,5,0
280_0_20240211,1524,6,0
280_0_20240211,1526,7,0
280_0_20240211,1528,8,0
280_0_20240211,1530,9,0
280_0_20240211,1532,10,0
280_0_20240211,1534,11,0
280_0_20240211,1536,12,1
280_0_20240211,1538,13,0
280_0_20240211,1540,14,0
280_0_20240211,1542,15,0
280_0_20240211,1544,16,0
280_0_20240211,1546,17,0
280_0_20240211,1548,18,0
280_0_20240211,1550,19,0
280_0_20240211,1552,20,0
280_0_20240211,1554,21,0
280_0_20240211,1556,22,0
280_0_20240211,1558,23,0
280_0_20240211,1604,24,0
280_0_20240211,1606,25,0
280_0_20240211,1608,26,0
280_0_20240211,1610,27,1
280_0_20240211,1612,28,0
280_0_20240211,1614,29,0
280_0_20240211,1616,30,0
280_0_20240211,1618,31,0
280_0_20240211,1620,32,0
280_0_20240211,1560,33,0
280_0_20240211,1562,34,0
280_0_20240211,1564,35,0
280_0_20240211,1566,36,0
280_0_20240211,1568,37,0
280_0_20240211,1570,38,0
280_0_20240211,1572,39,0
280_0_20240211,1574,40,0
280_0_20240211,1623,41,0
280_0_20240211,1596,42,0
280_0_20240211,1501,43,1
280_0_20240211,1005,44,0
280_0_20240211,1002,45,1
14_1_20240211,4333,0,1
14_1_20240211,4381,1,0
14_1_20240211,5320,2,0
14_1_20240211,5139,3,1
14_1_20240211,4136,4,1
14_1_20240211,4135,5,0
14_1_20240211,4134,6,0
14_1_20240211,4133,7,0
14_1_20240211,4132,8,0
14_1_20240211,4131,9,0
14_1_20240211,4130,10,0
14_1_20240211,4129,11,0
14_1_20240211,4128,12,0
14_1_20240211,4127,13,0
14_1_20240211,4126,14,0
14_1_20240211,4125,15,0
14_1_20240211,4123,16,1
14_1_20240211,4122,17,0
14_1_20240211,4121,18,0
14_1_20240211,4120,19,0
14_1_20240211,4119,20,0
14_1_20240211,4118,21,0
14_1_20240211,4117,22,0
14_1_20240211,4116,23,0
14_1_20240211,4115,24,0
14_1_20240211,4114,25,0
14_1_20240211,4113,26,0
14_1_20240211,5500,27,1
14_1_20240211,5502,28,0
14_1_20240211,5506,29,0
14_1_20240211,5508,30,0
14_1_20240211,5510,31,0
14_1_20240211,5513,32,0
14_1_20240211,5514,33,0
14_1_20240211,5516,34,1
14_1_20240211,6512,35,0
14_1_20240211,6514,36,0
14_1_20240211,6515,37,0
14_1_20240211,6516,38,0
14_1_20240211,6517,39,0
14_1_20240211,6518,40,0
14_1_20240211,6519,41,0
14_1_20240211,6521,42,0
14_1_20240211,6522,43,0
14_1_20240211,6525,44,0
14_1_20240211,6526,45,0
14_1_20240211,6527,46,0
14_1_20240211,6528,47,0
14_1_20240211,6529,48,0
14_1_20240211,6530,49,0
14_1_20240211,6531,50,0
14_1_20240211,6532,51,0
14_1_20240211,6533,52,0
14_1_20240211,6534,53,0
14_1_20240211,6535,54,1
14_1_20240211,6218,55,0
14_1_20240211,6219,56,0
14_1_20240211,6220,57,0
14_1_20240211,6221,58,0
14_1_20240211,6222,59,0
14_1_20240211,6223,60,0
14_1_20240211,6224,61,1
14_1_20240211,6018,62,1
14_1_20240211,7035,63,1
14_0_20240211,6018,0,1
14_0_20240211,7035,1,1
14_0_20240211,7224,2,1
14_0_20240211,7223,3,0
14_0_20240211,7222,4,0
14_0_20240211,7221,5,0
14_0_20240211,7220,6,0
14_0_20240211,7219,7,0
14_0_20240211,7218,8,0
14_0_20240211,7535,9,1
14_0_20240211,7534,10,0
14_0_20240211,7533,11,0
14_0_20240211,7532,12,0
14_0_20240211,7531,13,0
14_0_20240211,7530,14,0
14_0_20240211,7529,15,0
14_0_20240211,7527,16,0
14_0_20240211,7526,17,0
14_0_20240211,7525,18,0
14_0_20240211,7523,19,0
14_0_20240211,7522,20,0
14_0_20240211,7521,21,0
14_0_20240211,7520,22,0
14_0_20240211,7519,23,0
14_0_20240211,7518,24,0
14_0_20240211,7517,25,0
14_0_20240211,7515,26,0
14_0_20240211,7514,27,0
14_0_20240211,7512,28,0
14_0_20240211,5000,29,1
14_0_20240211,5002,30,0
14_0_20240211,5515,31,0
14_0_20240211,5006,32,0
14_0_20240211,5008,33,0
14_0_20240211,5010,34,0
14_0_20240211,5012,35,0
14_0_20240211,5014,36,0
14_0_20240211,5111,37,0
14_0_20240211,5112,38,0
14_0_20240211,5113,39,1
14_0_20240211,5114,40,0
14_0_20240211,5115,41,0
14_0_20240211,5116,42,0
14_0_20240211,5117,43,0
14_0_20240211,5118,44,0
14_0_20240211,5119,45,0
14_0_20240211,5120,46,0
14_0_20240211,5121,47,0
14_0_20240211,5123,48,0
14_0_20240211,5124,49,1
14_0_20240211,5125,50,0
14_0_20240211,5126,51,0
14_0_20240211,5127,52,0
14_0_20240211,5128,53,0
14_0_20240211,5129,54,0
14_0_20240211,5130,55,0
14_0_20240211,5131,56,0
14_0_20240211,5132,57,0
14_0_20240211,5133,58,0
14_0_20240211,5134,59,0
14_0_20240211,5135,60,0
14_0_20240211,4136,61,1
14_0_20240211,4139,62,1
14_0_20240211,5323,63,0
14_0_20240211,5324,64,0
14_0_20240211,4333,65,1
762_0_20240211,6018,0,1
762_0_20240211,6081,1,0
762_0_20240211,6234,2,0
762_0_20240211,6235,3,0
762_0_20240211,6236,4,0
762_0_20240211,7246,5,0
762_0_20240211,7245,6,0
762_0_20240211,7244,7,0
762_0_20240211,7242,8,0
762_0_20240211,7241,9,0
762_0_20240211,7240,10,0
762_0_20240211,7239,11,0
762_0_20240211,7238,12,0
762_0_20240211,6272,13,0
762_0_20240211,6273,14,0
762_0_20240211,6274,15,0
762_0_20240211,6087,16,0
762_0_20240211,6088,17,0
762_0_20240211,6089,18,0
762_0_20240211,6036,19,0
762_0_20240211,6037,20,0
762_0_20240211,6038,21,0
762_0_20240211,6039,22,0
762_0_20240211,6040,23,0
762_0_20240211,6041,24,0
762_0_20240211,6042,25,0
762_0_20240211,7042,26,1
868_0_20240211,9136,0,1
868_0_20240211,9951,1,0
868_0_20240211,9953,2,0
868_0_20240211,9954,3,0
868_0_20240211,9955,4,0
868_0_20240211,9956,5,0
868_0_20240211,9957,6,0
868_0_20240211,9958,7,0
868_0_20240211,9959,8,0
868_0_20240211,9973,9,0
868_0_20240211,9960,10,0
868_0_20240211,9961,11,0
868_0_20240211,9962,12,0
868_0_20240211,9963,13,0
868_0_20240211,9964,14,0
868_0_20240211,9965,15,0
868_0_20240211,9966,16,0
868_0_20240211,9967,17,0
868_0_20240211,9968,18,0
868_0_20240211,9969,19,0
868_0_20240211,9970,20,0
868_0_20240211,8971,21,0
868_0_20240211,8970,22,0
868_0_20240211,8969,23,0
868_0_20240211,8968,24,0
868_0_20240211,8967,25,0
868_0_20240211,9977,26,0
868_0_20240211,9978,27,0
868_0_20240211,9979,28,0
868_0_20240211,9980,29,0
868_0_20240211,9981,30,0
868_0_20240211,9982,31,0
868_0_20240211,9983,32,0
868_0_20240211,9984,33,0
868_0_20240211,9985,34,1
110_0_20240211,9000,0,1
110_0_20240211,9002,1,0
110_0_20240211,9003,2,0
110_0_20240211,9004,3,0
110_0_20240211,9005,4,0
110_0_20240211,9007,5,0
110_0_20240211,9008,6,0
110_0_20240211,9009,7,0
110_0_20240211,9110,8,0
110_0_20240211,9111,9,0
110_0_20240211,9112,10,0
110_0_20240211,9113,11,0
110_0_20240211,9114,12,0
110_0_20240211,9115,13,1
110_0_20240211,9117,14,0
110_0_20240211,9118,15,0
110_0_20240211,9121,16,0
110_0_20240211,9122,17,0
110_0_20240211,9223,18,1
110_0_20240211,9224,19,0
110_0_20240211,9225,20,0
110_0_20240211,9226,21,0
110_0_20240211,9227,22,0
110_0_20240211,9228,23,0
110_0_20240211,9229,24,0
110_0_20240211,9231,25,0
110_0_20240211,9232,26,0
110_0_20240211,9233,27,0
110_0_20240211,9234,28,0
110_0_20240211,9235,29,0
110_0_20240211,9236,30,0
110_0_20240211,9237,31,0
110_0_20240211,9238,32,0
110_0_20240211,9239,33,0
110_0_20240211,9240,34,0
110_0_20240211,9241,35,0
110_0_20240211,9242,36,0
110_0_20240211,9256,37,0
110_0_20240211,9257,38,0
110_0_20240211,9360,39,1
110_0_20240211,9461,40,0
110_0_20240211,9462,41,1
110_0_20240211,9463,42,0
110_0_20240211,9464,43,0
110_0_20240211,9465,44,0
110_0_20240211,9466,45,0
110_0_20240211,9567,46,0
110_0_20240211,9568,47,0
110_0_20240211,9569,48,0
110_0_20240211,9570,49,0
110_0_20240211,9571,50,0
110_0_20240211,9572,51,0
110_0_20240211,9573,52,0
110_0_20240211,9574,53,0
110_0_20240211,9575,54,0
110_0_20240211,9576,55,0
110_0_20240211,8579,56,1
110_0_20240211,9582,57,0
110_0_20240211,9583,58,0
110_0_20240211,9584,59,0
110_0_20240211,9585,60,0
110_0_20240211,9586,61,0
110_0_20240211,9587,62,0
110_0_20240211,9688,63,0
110_0_20240211,9689,64,0
110_0_20240211,9690,65,0
110_0_20240211,9691,66,0
110_0_20240211,9692,67,0
110_0_20240211,9693,68,0
110_0_20240211,9694,69,0
110_0_20240211,9601,70,0
110_0_20240211,9602,71,0
110_0_20240211,9604,72,0
110_0_20240211,9605,73,1
860_1_20240211,8985,0,1
860_1_20240211,8984,1,0
860_1_20240211,8983,2,0
860_1_20240211,8982,3,0
860_1_20240211,8981,4,0
860_1_20240211,8980,5,0
860_1_20240211,8979,6,0
860_1_20240211,8978,7,0
860_1_20240211,8977,8,0
860_1_20240211,9967,9,0
860_1_20240211,9968,10,0
860_1_20240211,9969,11,0
860_1_20240211,9970,12,0
860_1_20240211,8971,13,0
860_1_20240211,8970,14,0
860_1_20240211,8969,15,0
860_1_20240211,8968,16,0
860_1_20240211,8967,17,0
860_1_20240211,8966,18,0
860_1_20240211,8965,19,0
860_1_20240211,8964,20,0
860_1_20240211,8963,21,0
860_1_20240211,8962,22,0
860_1_20240211,8961,23,0
860_1_20240211,8960,24,0
860_1_20240211,8973,25,0
860_1_20240211,8959,26,0
860_1_20240211,9954,27,0
860_1_20240211,9955,28,0
860_1_20240211,9956,29,0
860_1_20240211,9957,30,0
860_1_20240211,8952,31,0
860_1_20240211,8748,32,0
860_1_20240211,8147,33,0
860_1_20240211,8146,34,0
860_1_20240211,9157,35,0
860_1_20240211,9158,36,0
860_1_20240211,9199,37,1
860_1_20240211,9197,38,1
860_1_20240211,9136,39,1
110_1_20240211,9605,0,1
110_1_20240211,8604,1,0
110_1_20240211,8602,2,0
110_1_20240211,8601,3,0
110_1_20240211,8694,4,0
110_1_20240211,8693,5,0
110_1_20240211,8692,6,0
110_1_20240211,8691,7,0
110_1_20240211,8690,8,0
110_1_20240211,8689,9,0
110_1_20240211,8588,10,0
110_1_20240211,8587,11,0
110_1_20240211,8586,12,0
110_1_20240211,8585,13,0
110_1_20240211,8584,14,0
110_1_20240211,8582,15,0
110_1_20240211,8580,16,1
110_1_20240211,8576,17,0
110_1_20240211,8575,18,0
110_1_20240211,8573,19,0
110_1_20240211,8572,20,0
110_1_20240211,8571,21,0
110_1_20240211,8570,22,0
110_1_20240211,8569,23,0
110_1_20240211,8568,24,0
110_1_20240211,8467,25,0
110_1_20240211,8466,26,0
110_1_20240211,8465,27,0
110_1_20240211,8464,28,0
110_1_20240211,8463,29,0
110_1_20240211,8462,30,1
110_1_20240211,8361,31,0
110_1_20240211,8360,32,1
110_1_20240211,8256,33,0
110_1_20240211,8242,34,0
110_1_20240211,8241,35,0
110_1_20240211,8240,36,0
110_1_20240211,8239,37,0
110_1_20240211,8237,38,0
110_1_20240211,8236,39,0
110_1_20240211,8235,40,0
110_1_20240211,8234,41,0
110_1_20240211,8233,42,0
110_1_20240211,8232,43,0
110_1_20240211,8231,44,0
110_1_20240211,8229,45,0
110_1_20240211,8228,46,0
110_1_20240211,8227,47,0
110_1_20240211,8226,48,0
110_1_20240211,8225,49,0
110_1_20240211,8224,50,0
110_1_20240211,8123,51,1
110_1_20240211,8122,52,0
110_1_20240211,8121,53,0
110_1_20240211,8118,54,0
110_1_20240211,8117,55,0
110_1_20240211,8116,56,0
110_1_20240211,8115,57,1
110_1_20240211,8113,58,0
110_1_20240211,8112,59,0
110_1_20240211,8111,60,0
110_1_20240211,8110,61,0
110_1_20240211,8009,62,0
110_1_20240211,8008,63,0
110_1_20240211,8007,64,0
110_1_20240211,8006,65,0
110_1_20240211,8005,66,0
110_1_20240211,8004,67,0
110_1_20240211,8003,68,0
110_1_20240211,8000,69,0
110_1_20240211,9000,70,1
37_0_20240211,5520,0,1
37_0_20240211,5012,1,0
37_0_20240211,5015,2,0
37_0_20240211,5911,3,0
37_0_20240211,5912,4,0
37_0_20240211,5913,5,0
37_0_20240211,5914,6,0
37_0_20240211,5915,7,1
37_0_20240211,5916,8,0
37_0_20240211,5917,9,0
37_0_20240211,5918,10,0
37_0_20240211,5319,11,1
37_0_20240211,5380,12,0
37_0_20240211,5381,13,0
37_0_20240211,5382,14,0
37_0_20240211,5383,15,0
37_0_20240211,5384,16,0
37_0_20240211,5385,17,0
37_0_20240211,5386,18,0
37_0_20240211,5388,19,0
37_0_20240211,5389,20,0
37_0_20240211,5390,21,0
37_0_20240211,5391,22,0
37_0_20240211,5392,23,0
37_0_20240211,5393,24,0
37_0_20240211,5394,25,0
37_0_20240211,5395,26,0
37_0_20240211,5327,27,1
860_0_20240211,9199,0,1
860_0_20240211,9197,1,1
860_0_20240211,8157,2,0
860_0_20240211,9146,3,0
860_0_20240211,9147,4,0
860_0_20240211,9748,5,0
860_0_20240211,9951,6,0
860_0_20240211,9953,7,0
860_0_20240211,9954,8,0
860_0_20240211,9955,9,0
860_0_20240211,9956,10,0
860_0_20240211,9957,11,0
860_0_20240211,9958,12,0
860_0_20240211,9959,13,0
860_0_20240211,9973,14,0
860_0_20240211,9960,15,0
860_0_20240211,9961,16,0
860_0_20240211,9962,17,0
860_0_20240211,9963,18,0
860_0_20240211,9964,19,0
860_0_20240211,9965,20,0
860_0_20240211,9966,21,0
860_0_20240211,9967,22,0
860_0_20240211,9968,23,0
860_0_20240211,9969,24,0
860_0_20240211,9970,25,0
860_0_20240211,8971,26,0
860_0_20240211,8970,27,0
860_0_20240211,8969,28,0
860_0_20240211,8968,29,0
860_0_20240211,8967,30,0
860_0_20240211,9977,31,0
860_0_20240211,9978,32,0
860_0_20240211,9979,33,0
860_0_20240211,9980,34,0
860_0_20240211,9981,35,0
860_0_20240211,9982,36,0
860_0_20240211,9983,37,0
860_0_20240211,9984,38,0
860_0_20240211,9985,39,1
37_1_20240211,4396,0,1
37_1_20240211,4395,1,0
37_1_20240211,4394,2,0
37_1_20240211,4393,3,0
37_1_20240211,4392,4,0
37_1_20240211,4391,5,0
37_1_20240211,4390,6,0
37_1_20240211,4389,7,0
37_1_20240211,4388,8,0
37_1_20240211,4387,9,0
37_1_20240211,4386,10,0
37_1_20240211,4385,11,0
37_1_20240211,4384,12,0
37_1_20240211,4383,13,0
37_1_20240211,4382,14,0
37_1_20240211,4381,15,0
37_1_20240211,4320,16,0
37_1_20240211,4319,17,1
37_1_20240211,4918,18,0
37_1_20240211,4917,19,0
37_1_20240211,4916,20,0
37_1_20240211,4915,21,1
37_1_20240211,4914,22,0
37_1_20240211,4913,23,0
37_1_20240211,4912,24,0
37_1_20240211,4911,25,0
37_1_20240211,5519,26,0
37_1_20240211,5520,27,1
QDF_1_20240211,9999,0,1
QDF_1_20240211,9997,1,1
QDF_0_20240211,9997,0,1
QDF_0_20240211,9999,1,1
736_1_20240211,4396,0,1
736_1_20240211,4395,1,0
736_1_20240211,4394,2,0
736_1_20240211,4393,3,0
736_1_20240211,4392,4,0
736_1_20240211,4391,5,0
736_1_20240211,4390,6,0
736_1_20240211,4389,7,0
736_1_20240211,4388,8,0
736_1_20240211,4387,9,0
736_1_20240211,4386,10,0
736_1_20240211,4385,11,0
736_1_20240211,4306,12,1
736_1_20240211,4305,13,0
736_1_20240211,4384,14,0
736_1_20240211,4383,15,0
736_1_20240211,4382,16,0
736_1_20240211,4381,17,0
736_1_20240211,4320,18,0
736_1_20240211,4319,19,0
736_1_20240211,4918,20,0
736_1_20240211,4917,21,0
736_1_20240211,4916,22,0
736_1_20240211,4915,23,0
736_1_20240211,6906,24,0
736_1_20240211,6908,25,0
736_1_20240211,6909,26,0
736_1_20240211,6013,27,0
736_1_20240211,6010,28,1
461_0_20240211,3925,0,1
461_0_20240211,2001,1,1
52_0_20240211,6010,0,1
52_0_20240211,5000,1,1
52_0_20240211,5002,2,0
52_0_20240211,5515,3,0
52_0_20240211,5006,4,0
52_0_20240211,5008,5,0
52_0_20240211,5010,6,0
52_0_20240211,5012,7,0
52_0_20240211,5014,8,0
52_0_20240211,5016,9,1
52_0_20240211,5018,10,0
52_0_20240211,5020,11,0
52_0_20240211,5022,12,0
52_0_20240211,5024,13,0
52_0_20240211,5025,14,0
52_0_20240211,5026,15,0
52_0_20240211,5028,16,0
52_0_20240211,3260,17,0
52_0_20240211,3262,18,0
52_0_20240211,3264,19,0
52_0_20240211,3266,20,0
52_0_20240211,3600,21,0
52_0_20240211,3602,22,0
52_0_20240211,3604,23,0
52_0_20240211,3606,24,0
52_0_20240211,3608,25,1
52_0_20240211,3516,26,0
52_0_20240211,3518,27,0
52_0_20240211,3520,28,0
52_0_20240211,3522,29,0
52_0_20240211,3524,30,0
52_0_20240211,3526,31,0
52_0_20240211,3528,32,0
52_0_20240211,3530,33,0
52_0_20240211,3532,34,0
52_0_20240211,3534,35,1
52_0_20240211,3702,36,0
52_0_20240211,3704,37,0
52_0_20240211,3705,38,0
52_0_20240211,3708,39,0
52_0_20240211,3709,40,0
52_0_20240211,3710,41,0
52_0_20240211,3752,42,0
52_0_20240211,3754,43,1
52_0_20240211,3756,44,0
52_0_20240211,3758,45,0
52_0_20240211,3536,46,0
52_0_20240211,3538,47,0
52_0_20240211,3610,48,0
52_0_20240211,3410,49,0
52_0_20240211,3412,50,0
52_0_20240211,3414,51,0
52_0_20240211,3612,52,0
52_0_20240211,3614,53,0
52_0_20240211,3616,54,0
52_0_20240211,3618,55,0
52_0_20240211,3620,56,0
52_0_20240211,3622,57,0
52_0_20240211,3624,58,0
52_0_20240211,3482,59,0
52_0_20240211,3002,60,0
52_0_20240211,3250,61,1
52_0_20240211,3008,62,1
52_1_20240211,3008,0,1
52_1_20240211,3250,1,1
52_1_20240211,3400,2,0
52_1_20240211,3500,3,0
52_1_20240211,3502,4,0
52_1_20240211,3504,5,0
52_1_20240211,3506,6,0
52_1_20240211,3508,7,0
52_1_20240211,3510,8,0
52_1_20240211,3512,9,0
52_1_20240211,3514,10,0
52_1_20240211,3466,11,0
52_1_20240211,3468,12,0
52_1_20240211,3470,13,0
52_1_20240211,3700,14,0
52_1_20240211,3702,15,0
52_1_20240211,3704,16,0
52_1_20240211,3705,17,0
52_1_20240211,3708,18,1
52_1_20240211,3709,19,0
52_1_20240211,3710,20,0
52_1_20240211,3752,21,0
52_1_20240211,3754,22,0
52_1_20240211,3756,23,0
52_1_20240211,3758,24,0
52_1_20240211,3760,25,1
52_1_20240211,3762,26,0
52_1_20240211,3764,27,0
52_1_20240211,3766,28,0
52_1_20240211,3768,29,0
52_1_20240211,3770,30,0
52_1_20240211,3772,31,0
52_1_20240211,3774,32,0
52_1_20240211,3776,33,0
52_1_20240211,3778,34,0
52_1_20240211,3780,35,0
52_1_20240211,3540,36,1
52_1_20240211,3542,37,0
52_1_20240211,3544,38,0
52_1_20240211,3546,39,0
52_1_20240211,3548,40,0
52_1_20240211,3550,41,0
52_1_20240211,3254,42,0
52_1_20240211,3256,43,0
52_1_20240211,3258,44,0
52_1_20240211,5486,45,0
52_1_20240211,5488,46,0
52_1_20240211,5490,47,0
52_1_20240211,5492,48,0
52_1_20240211,5494,49,0
52_1_20240211,5496,50,0
52_1_20240211,5498,51,0
52_1_20240211,5500,52,1
52_1_20240211,5502,53,0
52_1_20240211,5506,54,0
52_1_20240211,5508,55,0
52_1_20240211,5510,56,0
52_1_20240211,5513,57,0
52_1_20240211,5514,58,0
52_1_20240211,5516,59,1
751_1_20240211,5503,0,1
751_1_20240211,5098,1,0
751_1_20240211,6012,2,0
751_1_20240211,6013,3,0
751_1_20240211,6218,4,0
